annual_rainfall,cloud_visibility,monsoon_rainfall,river_level,soil_moisture,drainage_score,flood
3054.054960234679,5.180656953996932,1944.6551881739895,65.48851155947308,100.0,59.98053941540261,1
1948.2988511817728,3.5363392150358077,971.6785456905139,30.95193648509232,64.62148847281938,72.8843995381312,0
3333.373135707562,0.7505583038802022,2277.8975492707605,91.75631463548922,91.14449078891906,62.144120496333656,1
2801.314495895901,9.909719860358987,1440.2561240069633,70.77878974203206,59.933400010137966,43.02777227200989,0
810.7852480292435,1.7477372672504843,385.11724993937685,6.430750883655371,28.452925866071823,60.967668667788445,0
3719.5537604012948,2.553084749760438,2434.276136339392,77.72679950058662,100.0,40.067297437486616,1
3011.761016568165,2.3591576249461776,2164.5620227948034,76.59381656623125,94.92034660460823,45.36393878301567,1
3094.0122074139476,9.079414066857032,2475.8297924462363,81.36537647475521,90.9024714066172,91.10038882574209,1
922.7749878293014,7.636883927235304,711.4249827199217,50.09398614754437,62.52262154548303,56.38596620282463,0
1986.2735950553715,4.573297994393366,1591.9359377659414,68.97956368862094,65.1146670231944,10.041094391261407,0
1723.633479967518,9.554230339518591,1312.7678579758879,51.90825113402629,71.38811730985839,52.37656745267854,0
3558.324463200386,0.5278338078644174,2627.2111277341082,100.0,100.0,95.32602148983514,1
2624.754896266193,8.936703812216521,1192.0492433574852,55.75059006892066,88.73046720344722,10.004286825919728,0
3215.113323793739,0.6042733568815917,2272.126848457083,68.58411334481798,99.5762460329896,97.11873081218005,1
1963.2668561301928,3.9113069593456373,980.4506377201575,35.82058685457737,56.22816951610681,98.76403503981413,0
1249.8877818897636,0.5400487837648971,592.5137079297843,44.54088426615952,39.98997496161003,56.071316626413925,0
2330.129797152255,9.989689917576852,1197.9872613843352,38.593963958132136,62.780114713807706,33.24387294612199,0
710.5969451437786,9.143895025006017,559.6304722160442,27.22715225817818,27.930304469708872,0.8634673837892848,0
3231.182867575521,5.847989552462312,2439.4727905758923,73.68696657535371,77.32800279251211,1.5505009487129295,1
2584.492517102814,2.1784457399824553,2168.3806571877353,73.18464481818378,86.62531405838546,38.80954014612751,1
3001.689542281734,2.7677772519746924,2555.5792410973245,76.91254115841572,87.3509416985037,78.30717939354037,1
1669.9356948285656,4.495433660571203,1363.079056603368,37.28455428765975,53.53038655221263,94.23735225320613,0
3703.3034805031807,3.2278018249234575,1868.3154241918235,74.10449795590344,86.56968378767564,15.477830512061974,1
3447.299700363252,0.21313905434940716,2792.7847745973877,80.45088909780092,100.0,48.77526053857767,1
3068.6655403434142,6.562560081171346,2436.0332124696192,96.2001434610811,92.27698455067936,50.172563468321016,1
1142.307735911493,6.134279040933013,922.008208868119,42.992476474220275,68.00794561849895,38.03033753956985,0
2040.1793122992128,9.043107032188408,1044.961692320552,55.55211513736807,65.49494176893971,53.99560662834777,0
644.552427097855,4.768540401054504,320.9127591771942,31.94939512221731,56.98813189862025,92.50222318078987,0
1009.1553238229078,3.4470896179838784,836.3492218214407,51.06363942460057,39.112604356769346,43.85291505173182,0
2754.0615457001004,5.115171829177669,1435.6067044647345,57.88450197370943,80.54351094144411,13.777972809137351,0
2957.7151144957966,1.9469499089583964,1777.985808351994,62.6846837768703,74.61438343243978,66.54495674566733,1
3692.782117032893,6.255403518247864,2352.131558783138,84.93547327054463,89.60319256489376,3.1374524533401615,1
1575.2236818559013,7.7003288279016155,789.2208317506838,61.65069333046062,74.41619647466979,94.0115264491655,0
1722.5170299150673,1.5346171337569214,789.7052576016368,34.10453674732355,40.799743904695674,93.98876560903238,0
2049.534177210166,3.1838321763532917,1757.6335608854865,67.79768799357124,43.80829467933929,9.214260358293059,0
1125.2554849781427,8.678009793663987,910.8149512506745,39.63362104277172,38.29447544892622,55.08868458403816,0
928.7409676070564,5.055317486338219,765.3369360519642,41.28289820616759,18.258432783676867,79.73903684125479,0
2069.8262565455816,5.318366466775467,1172.91022153879,46.348019421927006,48.726348710984894,46.457847974601876,0
1248.8008518679176,7.224081970533516,674.6542262727717,12.485767006533386,33.31518564446758,47.87716345509227,0
2710.386182452284,5.778928152213265,1692.921544390875,56.305788641448586,75.84364728034619,97.02000035056308,1
1942.6013322786914,0.6957976807381916,1235.22431167642,57.40565338704772,35.523476432922024,23.050809297977505,0
3247.8380469908634,8.039617118630357,1468.9834100857713,45.32372924554694,90.58601641445,52.63101888976166,0
2810.874836607422,9.228360372484678,2162.9506923047425,78.7082904379712,62.370552668349625,11.496816146754973,0
1530.8099165607355,0.5327723299081222,1314.4046545061078,51.13144056071554,56.2817103606348,30.244015027883965,0
3246.4573446041636,1.2124975645755098,2164.6184719617922,67.62362973816725,84.98009034567322,85.09044274892406,1
3155.7223797394463,7.019752022074805,1922.422098604233,72.8301085815059,93.54571865470564,71.64486574775395,1
1778.6786507995757,6.0447393251452555,1086.8229499486133,50.68705233918103,60.14874248696125,61.200378689566726,0
1451.4827429698057,3.8251699897174585,710.3434970665642,39.11841111832712,60.353109028792176,11.388856494806044,0
2752.2351631174192,5.392486489403714,1538.8471887909275,64.7982208085405,68.66191995716619,85.06985495370184,0
961.1831959107224,7.033385680010587,630.4154935658984,35.04087589983577,34.62316818073337,29.810929721762502,0
1159.6970681678574,5.044764618809293,727.1969536076597,18.867552851244515,48.71795523321252,53.49828439508178,0
524.2954901783182,1.4018832463564923,353.09426684551875,22.625797622141537,43.53664095314599,23.347469843014057,0
3096.8504457570566,0.8943602913329018,2471.648726899176,58.804754984086486,100.0,52.07365685692255,1
